Date,AAPL,ABBN.SW,BLK,CFR.SW,GOOGL,GS,JPM,MSFT,NESN.SW,NOVN.SW,ROG.SW,UBSG.SW,^FCHI,^GSPC,^SSMI
2023-01-02 00:00:00+00:00,,,,,,,,,,,,,,,
2023-01-03 00:00:00+00:00,,,,,,,,,,,,,0.004446129661455744,,
2023-01-04 00:00:00+00:00,0.010314322400513332,0.03375075824780516,0.013847680901156734,0.023959175529478793,-0.011669729299423226,0.004274699639372548,0.009324919147876143,-0.043743318161344025,0.017260458004209944,-0.0009321030968864052,0.013614682876454953,0.023027131908758047,0.023028769486515444,0.007538970575044379,0.014722214043659143
2023-01-05 00:00:00+00:00,-0.010604685440021244,0.0006732413794219294,-0.028619057599789444,-0.0026851753804466583,-0.021344172458093058,-0.011331574694351532,-0.00022154923790251857,-0.029637652871929654,-0.002888052249446993,-0.009912491697692816,-0.023169863592021778,0.0005490442757780656,-0.002203250884899588,-0.011645528874622113,-0.00743966585189082
2023-01-06 00:00:00+00:00,0.03679409828855418,0.009418094612490213,0.0524215224053044,0.024615382191268687,0.013224969009801635,0.012566757339561807,0.01913568862389914,0.011785337666947449,0.005611767277617918,0.010247336964979814,0.009281539619634627,0.00384097918191717,0.014708303677068768,0.02284078102943865,0.00788164235826816
2023-01-09 00:00:00+00:00,0.004088823359978955,0.014328588135219977,0.0203115050906848,0.011636693740996407,0.007785682641988201,0.014134694532644598,-0.004132123278503874,0.009736284643468984,0.004680530869991539,-0.005363214872311173,-0.007493204301418088,0.013664868638257222,0.006764320778841704,-0.0007676325452631305,0.006104359013386684
2023-01-10 00:00:00+00:00,0.004456431772937197,-0.006570366751526224,0.005697567560586592,0.0014841165501564557,0.004544396035611964,0.012351262210568148,0.008953905089652325,0.0076171906945299295,-0.0021502534395365647,-0.020982254519488874,0.003946381429767554,0.0,-0.005533188847691495,0.006978233159061986,-0.004496731834875645
2023-01-11 00:00:00+00:00,0.021112337854900742,0.021825393933523785,-0.0017960330303138372,0.017414045123748556,0.03505998178839298,0.019924047470824657,0.007431533170705329,0.030238227979415555,0.014365356935133189,0.004549814734703839,-0.009400123922760462,0.018064106837537564,0.008014075064975534,0.012849424614881588,0.007512833286176912
2023-01-12 00:00:00+00:00,-0.0005994079072921821,0.008737895362193937,-0.002592890979496776,0.011289087043715451,-0.004261379186950021,0.014980216278776437,-0.0010028843218458094,0.011621367965540808,0.005310602232151185,0.0026221181197223498,-0.002932846861123606,0.011652559380219918,0.00743628277252939,0.0034159058663651987,0.003717811716899
2023-01-13 00:00:00+00:00,0.010119271167720045,-0.006737278407415448,3.979720565916445e-05,-0.005401553206133114,0.010863705821031688,0.010974751349562606,0.025234786063454306,0.003018743178268002,0.0033456687448500944,0.004517362620489518,0.009517123269699557,0.00445015999606424,0.006855220281568375,0.003996858363534361,0.00026309123287604486
2023-01-16 00:00:00+00:00,0.0,0.006782977213332764,0.0,0.006154946045956233,0.0,0.0,0.0,0.0,0.010705547823215422,0.020355074882631774,0.009941691232258965,0.015637374778238122,0.0028205394167792885,0.0,0.01286005627685527
2023-01-17 00:00:00+00:00,0.008756316618588667,0.013153703427089436,-0.005650044937657528,-0.014033773089823898,-0.0090099828727217,-0.06438500728426477,-0.01545338076765701,0.004681704280110388,-0.005035628686943627,-0.007074998302028734,-0.00033937285731022726,0.005388746852934556,0.004805992832155548,-0.0020304911890052235,-0.002973070044935966
2023-01-18 00:00:00+00:00,-0.00537007165118597,-0.005383184589891843,-0.0031611206396242597,0.006569300670467015,-0.0018621803872785891,-0.0023718834469403927,-0.030042626848335585,-0.018889161509942798,-0.01884813799859575,-0.010162352159224564,0.004753728436407201,0.002552330880614573,0.0008802938369634195,-0.015562598500411085,-0.0031021002877957837
2023-01-19 00:00:00+00:00,0.00044369478947392516,-0.023240970451905985,-0.02340230371135421,-0.020667055691267255,0.021180849303844118,0.004755229148050821,-0.013326343267358487,-0.016453873113105533,-0.0010672501283655045,-0.002714150534941173,-0.0049002340553288,-0.02494912295160656,-0.01856738327167362,-0.007638350296294338,-0.009470747637833177
2023-01-20 00:00:00+00:00,0.019220941941954228,0.01271182926650094,0.01622209060160107,0.007774886479633647,0.053412076565052535,-0.025402757718327895,0.002448790343083207,0.035743592618397324,-0.0024929108589536453,-0.0003550369917978413,-0.0005094865134968041,0.015665847591177284,0.006346510571079156,0.018918401045981525,0.003201874200127852
2023-01-23 00:00:00+00:00,0.023500269626876014,0.016092755803186032,0.008507346587340203,0.020205689866139354,0.018057586554496963,0.021354763474402016,0.016212676261496917,0.009824243395821775,0.010174965839975236,0.011245384842655914,0.003907606341059244,0.005141300837943286,0.005150062242685438,0.01188134498366522,0.009849473893533744
2023-01-24 00:00:00+00:00,0.01006318099339687,-0.0009503007614654058,0.005414260229003043,0.003600959817160465,-0.020944070865480335,-0.0023199246065861434,0.00859614755672844,-0.0022260232563823257,-0.00547803729027363,-0.004331225234745051,-0.00016925402932255196,0.00434793349638074,0.0026251291785615027,-0.0007115031258156934,1.7979421267355633e-06
2023-01-25 00:00:00+00:00,-0.004700765987115996,-0.004121781132850222,-0.0010902404509322006,-0.0025116954458742624,-0.025383778414813207,0.003732375864141435,0.004839369991361142,-0.005908058190539411,0.00124383369910408,0.0028216230657964747,-0.006093395386539191,-0.00585691724784887,-0.0009361203314574018,-0.0001817250594663422,-0.00013330432658587021
2023-01-26 00:00:00+00:00,0.014803300344581105,0.013371535594666417,0.01018302152994588,0.013669040608668581,0.024154592088192484,0.015273132766754127,0.0061816018163096675,0.03071353366138152,-0.025732053388427545,-0.030715102968389973,-0.01566757837353905,0.013831991184761083,0.007397961411814036,0.011007853469181317,-0.0076467973069107575
